"","TLC","Station_Name","Entries.and.exits...Full.price.tickets","Entries.and.exits...Reduced.price.tickets","Entries.and.exits...Season.tickets","Tickets_Sold","Rank_Tickets","Interchanges","Main_OD","NLC","Region","Station_Owner","TRUE.","FALSE.","Route_Name"
"3463","WCB","Westcombe Park",326830,375784,113360,815974,538,0,"London Bridge",5151,"London","Southeastern",0,1,"Angerstein Wharf Branch"
"3464","WCB","Westcombe Park",326830,375784,113360,815974,538,0,"London Bridge",5151,"London","Southeastern",0,1,"North Kent Line"
"3465","WCF","Westcliff",384658,328402,207660,920720,489,0,"London Fenchurch Street",7476,"East of England","c2c",1,0,"Fenchurch Street and Shoeburyness Line"
"3466","WCH","Whitchurch (Hampshire)",31996,110144,37178,179318,1311,0,"London Waterloo",5527,"South East","South Western Railway",0,1,"Basingstoke and Exeter Line"
"3467","WCK","Wick",7484,6442,998,14924,2260,0,"Inverness",8680,"Scotland","ScotRail",0,1,"Far North Line"
"3468","WCL","West Calder",39558,44652,6250,90460,1685,0,"Edinburgh",9250,"Scotland","ScotRail",0,1,"Edinburgh to Glasgow via Shotts"
"3469","WCM","Wickham Market",15014,38006,4254,57274,1891,0,"London Liverpool Street",7227,"East of England","Greater Anglia",0,1,"East Suffolk Line"
"3470","WCP","Worcester Park",459120,541948,187920,1188988,372,0,"London Waterloo",5579,"London","South Western Railway",0,1,"Raynes Park to Epsom Line"
"3471","WCP","Worcester Park",459120,541948,187920,1188988,372,0,"London Waterloo",5579,"London","South Western Railway",0,1,"Mole Valley Line"
"3472","WCP","Worcester Park",459120,541948,187920,1188988,372,0,"London Waterloo",5579,"London","South Western Railway",0,1,"Chessington Branch Line"
"3473","WCR","Whitecraigs",76944,127282,10606,214832,1211,0,"Glasgow Central",9777,"Scotland","ScotRail",0,1,"Neilston (Lanark and Ayrshire) Branch"
"3474","WCX","Wembley Stadium",168260,445712,43422,657394,636,0,"London Marylebone",1509,"London","Chiltern Railways",0,1,"Chiltern Main Line"
"3475","WCY","West Croydon",1126816,1837970,727100,3691886,124,256877,"Canada Water",5411,"London","London Overground",1,0,"London Trams"
"3476","WCY","West Croydon",1126816,1837970,727100,3691886,124,256877,"Canada Water",5411,"London","London Overground",1,0,"Norwood Junction to Epsom Downs Line"
"3477","WDB","Woodbridge",31344,147642,10798,189784,1280,0,"Ipswich",7228,"East of England","Greater Anglia",0,1,"East Suffolk Line"
"3478","WDD","Widdrington",1714,78,700,2492,2458,0,"Newcastle",7695,"North East","Northern Trains",0,1,"East Coast Main Line"
"3479","WDE","Wood End",3196,3030,4740,10966,2316,0,"Stratford-Upon-Avon",4536,"West Midlands","West Midlands Trains (West Midlands Railway)",0,1,"Birmingham to Stratford Line"
"3480","WDH","Woodhouse",12318,13584,1590,27492,2136,0,"Sheffield",6732,"Yorkshire and The Humber","Northern Trains",0,1,"Sheffield to Lincoln Line"
"3481","WDH","Woodhouse",12318,13584,1590,27492,2136,0,"Sheffield",6732,"Yorkshire and The Humber","Northern Trains",0,1,"Manchester and Cleethorpes Line"
"3482","WDL","Woodhall",14056,18692,4366,37114,2050,0,"Glasgow Central",9639,"Scotland","ScotRail",0,1,"Gourock Line"
"3483","WDM","Windermere",6194,297978,12052,316224,982,0,"Kendal",1978,"North West","Northern Trains",0,1,"Lakes Line"
"3484","WDN","Walsden",21418,29406,14762,65586,1827,0,"Manchester Victoria",2665,"Yorkshire and The Humber","Northern Trains",0,1,"Caldervale Line"
"3485","WDO","Waddon",185564,197944,100888,484396,796,0,"London Bridge",5392,"London","Govia Thameslink Railway (Southern)",0,1,"Norwood Junction to Epsom Downs Line"
"3486","WDS","Woodlesford",115496,58032,29828,203356,1240,0,"Leeds",8578,"Yorkshire and The Humber","Northern Trains",0,1,"Hallam Line"
"3487","WDT","West Drayton",850296,1521408,290180,2661884,170,0,"London Paddington",3174,"London","Elizabeth line",1,0,"Great Western Main Line"
"3488","WDT","West Drayton",850296,1521408,290180,2661884,170,0,"London Paddington",3174,"London","Elizabeth line",1,0,"Elizabeth line"
"3489","WDU","West Dulwich",279150,346576,98516,724242,594,0,"London Victoria",5086,"London","Southeastern",0,1,"Chatham Main Line"
"3490","WEA","West Ealing",421480,682444,157550,1261474,357,31302,"London Paddington",3188,"London","Elizabeth line",1,0,"Greenford Branch"
"3491","WEA","West Ealing",421480,682444,157550,1261474,357,31302,"London Paddington",3188,"London","Elizabeth line",1,0,"Elizabeth line"
"3492","WEA","West Ealing",421480,682444,157550,1261474,357,31302,"London Paddington",3188,"London","Elizabeth line",1,0,"West Ealing Loop"
"3493","WEA","West Ealing",421480,682444,157550,1261474,357,31302,"London Paddington",3188,"London","Elizabeth line",1,0,"Great Western Main Line"
"3494","WEE","Weeley",11274,14746,6622,32642,2092,0,"Colchester",6859,"East of England","Greater Anglia",0,1,"Sunshine Coast Line"
"3495","WEH","West Ham",3025674,4462908,1563072,9051654,41,5268,"Barking",7474,"London","London Underground",1,0,"London, Tilbury & Southend Railway"
"3496","WEH","West Ham",3025674,4462908,1563072,9051654,41,5268,"Barking",7474,"London","London Underground",1,0,"Jubilee Line"
"3497","WEH","West Ham",3025674,4462908,1563072,9051654,41,5268,"Barking",7474,"London","London Underground",1,0,"Docklands Light Railway"
"3498","WEH","West Ham",3025674,4462908,1563072,9051654,41,5268,"Barking",7474,"London","London Underground",1,0,"District and Hammersmith & City Lines"
"3499","WEL","Wellingborough",94756,476412,167732,738900,583,4220,"London St Pancras International",1940,"East Midlands","East Midlands Railway",0,1,"Midland Main Line"
"3500","WEM","Wem",42184,34854,9468,86506,1699,0,"Shrewsbury",1347,"West Midlands","TfW Rail",0,1,"Shrewsbury and Crewe Line"
"3501","WES","Westerton",137720,319398,56284,513402,761,16227,"Glasgow Queen Street",9998,"Scotland","ScotRail",0,1,"North Clyde Line"
"3502","WES","Westerton",137720,319398,56284,513402,761,16227,"Glasgow Queen Street",9998,"Scotland","ScotRail",0,1,"Milngavie Branch"
"3503","WES","Westerton",137720,319398,56284,513402,761,16227,"Glasgow Queen Street",9998,"Scotland","ScotRail",0,1,"Maryhill Line"
"3504","WET","Weeton",21798,32458,5420,59676,1877,0,"Leeds",8509,"Yorkshire and The Humber","Northern Trains",0,1,"Harrogate Line"
"3505","WEY","Weymouth",99830,529260,12522,641612,643,6596,"Dorchester South",5965,"South West","South Western Railway",0,1,"South Western Main Line"
"3506","WFF","Whifflet",57230,92096,18674,168000,1352,2671,"Glasgow Central",9753,"Scotland","ScotRail",0,1,"Sunnyside Loop"
"3507","WFF","Whifflet",57230,92096,18674,168000,1352,2671,"Glasgow Central",9753,"Scotland","ScotRail",0,1,"Scottish Central Main Line"
"3508","WFH","Watford High Street",204028,923986,34408,1162422,385,0,"Carpenders Park",1455,"East of England","London Overground",1,0,"West Coast Main Line"
"3509","WFH","Watford High Street",204028,923986,34408,1162422,385,0,"Carpenders Park",1455,"East of England","London Overground",1,0,"Camden to Watford Junction Line"
"3510","WFI","Westerfield",6276,7052,642,13970,2275,4453,"Felixstowe",7226,"East of England","Greater Anglia",0,1,"East Suffolk Line"
"3511","WFI","Westerfield",6276,7052,642,13970,2275,4453,"Felixstowe",7226,"East of England","Greater Anglia",0,1,"Felixstowe Branch Line"
"3512","WFJ","Watford Junction",1499978,3462674,573444,5536096,70,281507,"London Euston",1402,"East of England","West Midlands Trains (London Northwestern Railway)",1,0,"Watford Junction - St Albans Abbey Line"
"3513","WFJ","Watford Junction",1499978,3462674,573444,5536096,70,281507,"London Euston",1402,"East of England","West Midlands Trains (London Northwestern Railway)",1,0,"Camden to Watford Junction Line"
"3514","WFJ","Watford Junction",1499978,3462674,573444,5536096,70,281507,"London Euston",1402,"East of England","West Midlands Trains (London Northwestern Railway)",1,0,"West Coast Main Line"
"3515","WFL","Wainfleet",27410,11464,2120,40994,2012,0,"Skegness",6268,"East Midlands","East Midlands Railway",0,1,"Grantham to Skegness Line"
"3516","WFN","Watford North",14404,24096,15228,53728,1923,0,"Watford Junction",1403,"East of England","West Midlands Trains (London Northwestern Railway)",0,1,"Watford Junction - St Albans Abbey Line"
"3517","WGA","Westgate-On-Sea",28012,63616,37878,129506,1492,0,"Ramsgate",5195,"South East","Southeastern",0,1,"Chatham Main Line"
"3518","WGC","Welwyn Garden City",856162,991768,232852,2080782,228,41800,"London Kings Cross",6183,"East of England","Govia Thameslink Railway (Great Northern)",1,0,"East Coast Main Line"
"3519","WGN","Wigan North Western",275142,765188,142634,1182964,379,694621,"London Euston",2363,"North West","Avanti West Coast",0,1,"Wigan and Kirkby Line"
"3520","WGN","Wigan North Western",275142,765188,142634,1182964,379,694621,"London Euston",2363,"North West","Avanti West Coast",0,1,"West Coast Main Line"
"3521","WGN","Wigan North Western",275142,765188,142634,1182964,379,694621,"London Euston",2363,"North West","Avanti West Coast",0,1,"Windsor Bridge North Junction (Salford Crescent) and Southport Line"
"3522","WGN","Wigan North Western",275142,765188,142634,1182964,379,694621,"London Euston",2363,"North West","Avanti West Coast",0,1,"Manchester to Southport Line"
"3523","WGR","Woodgrange Park",209882,337098,228956,775936,563,0,"Blackhorse Road",7467,"London","London Overground",0,1,"Forest Gate Junction to Woodgrange Park Junction Curve"
"3524","WGR","Woodgrange Park",209882,337098,228956,775936,563,0,"Blackhorse Road",7467,"London","London Overground",0,1,"Elizabeth Line"
"3525","WGR","Woodgrange Park",209882,337098,228956,775936,563,0,"Blackhorse Road",7467,"London","London Overground",0,1,"Up Branch"
"3526","WGR","Woodgrange Park",209882,337098,228956,775936,563,0,"Blackhorse Road",7467,"London","London Overground",0,1,"Great Eastern Main Line"
"3527","WGR","Woodgrange Park",209882,337098,228956,775936,563,0,"Blackhorse Road",7467,"London","London Overground",0,1,"Great Eastern"
"3528","WGR","Woodgrange Park",209882,337098,228956,775936,563,0,"Blackhorse Road",7467,"London","London Overground",0,1,"High Speed 1"
"3529","WGR","Woodgrange Park",209882,337098,228956,775936,563,0,"Blackhorse Road",7467,"London","London Overground",0,1,"Gospel Oak to Barking Line"
"3530","WGT","Wigton",17030,39360,6864,63254,1851,0,"Carlisle",2098,"North West","Northern Trains",0,1,"Carnforth Barrow and Carlisle Line"
"3531","WGV","Wargrave",28830,28884,11010,68724,1806,0,"London Paddington",3158,"South East","Great Western Railway",0,1,"Regatta Line"
"3532","WGW","Wigan Wallgate",253582,705224,131458,1090264,416,271377,"Manchester Victoria",2406,"North West","Northern Trains",1,0,"Wigan and Kirkby Line"
"3533","WGW","Wigan Wallgate",253582,705224,131458,1090264,416,271377,"Manchester Victoria",2406,"North West","Northern Trains",1,0,"Manchester to Southport Line"
"3534","WGW","Wigan Wallgate",253582,705224,131458,1090264,416,271377,"Manchester Victoria",2406,"North West","Northern Trains",1,0,"Windsor Bridge North Junction (Salford Crescent) and Southport Line"
"3535","WGW","Wigan Wallgate",253582,705224,131458,1090264,416,271377,"Manchester Victoria",2406,"North West","Northern Trains",1,0,"West Coast Main Line"
"3536","WHA","Westenhanger",13804,21062,19506,54372,1917,0,"London St Pancras International",5030,"South East","Southeastern",0,1,"South Eastern Main Line"
"3537","WHA","Westenhanger",13804,21062,19506,54372,1917,0,"London St Pancras International",5030,"South East","Southeastern",0,1,"High Speed 1"
"3538","WHC","Walthamstow Central",1108392,1873096,428220,3409708,129,0,"Highams Park",6953,"London","London Overground",0,1,"Victoria Line"
"3539","WHC","Walthamstow Central",1108392,1873096,428220,3409708,129,0,"Highams Park",6953,"London","London Overground",0,1,"Clapton Junction and Chingford Branch"
"3540","WHC","Walthamstow Central",1108392,1873096,428220,3409708,129,0,"Highams Park",6953,"London","London Overground",0,1,"Gospel Oak to Barking Line"
"3541","WHD","West Hampstead",1002410,1673702,621216,3297328,137,827541,"Hampstead Heath",1421,"London","London Overground",1,0,"North London line"
"3542","WHD","West Hampstead",1002410,1673702,621216,3297328,137,827541,"Hampstead Heath",1421,"London","London Overground",1,0,"Metropolitan Line"
"3543","WHD","West Hampstead",1002410,1673702,621216,3297328,137,827541,"Hampstead Heath",1421,"London","London Overground",1,0,"Chiltern Main Line"
"3544","WHD","West Hampstead",1002410,1673702,621216,3297328,137,827541,"Hampstead Heath",1421,"London","London Overground",1,0,"Up Hendon"
"3545","WHD","West Hampstead",1002410,1673702,621216,3297328,137,827541,"Hampstead Heath",1421,"London","London Overground",1,0,"Jubilee Line"
"3546","WHD","West Hampstead",1002410,1673702,621216,3297328,137,827541,"Hampstead Heath",1421,"London","London Overground",1,0,"Midland Main Line"
"3547","WHE","Whalley (Lancashire)",18890,55292,9994,84176,1713,0,"Manchester Victoria",2736,"North West","Northern Trains",0,1,"Ribble Valley Line"
"3548","WHG","Westhoughton",75562,63240,41228,180030,1308,0,"Bolton",2619,"North West","Northern Trains",0,1,"Lostock Junction to Crow Nest Junction Branch"
"3549","WHI","Whitstable",116150,448800,156080,721030,597,0,"London St Pancras International",5196,"South East","Southeastern",0,1,"Chatham Main Line"
"3550","WHL","White Hart Lane",556446,1184782,249976,1991204,239,0,"Seven Sisters",6956,"London","London Overground",1,0,"Lea Valley Lines"
"3551","WHM","Whimple",9134,25654,5020,39808,2027,0,"Exeter Central",5759,"South West","South Western Railway",0,1,"West of England Main Line"
"3552","WHN","Whiston",53572,97466,51886,202924,1242,0,"Liverpool Lime Street",2161,"North West","Northern Trains",0,1,"Liverpool to Manchester Lines"
"3553","WHP","West Hampstead Thameslink",950624,1474470,437354,2862448,158,1056557,"Elstree and Borehamwood",1525,"London","Govia Thameslink Railway (Thameslink)",1,0,"North London line"
"3554","WHP","West Hampstead Thameslink",950624,1474470,437354,2862448,158,1056557,"Elstree and Borehamwood",1525,"London","Govia Thameslink Railway (Thameslink)",1,0,"Metropolitan Line"
"3555","WHP","West Hampstead Thameslink",950624,1474470,437354,2862448,158,1056557,"Elstree and Borehamwood",1525,"London","Govia Thameslink Railway (Thameslink)",1,0,"Chiltern Main Line"
"3556","WHP","West Hampstead Thameslink",950624,1474470,437354,2862448,158,1056557,"Elstree and Borehamwood",1525,"London","Govia Thameslink Railway (Thameslink)",1,0,"Midland Main Line"
"3557","WHP","West Hampstead Thameslink",950624,1474470,437354,2862448,158,1056557,"Elstree and Borehamwood",1525,"London","Govia Thameslink Railway (Thameslink)",1,0,"Up Hendon"
"3558","WHP","West Hampstead Thameslink",950624,1474470,437354,2862448,158,1056557,"Elstree and Borehamwood",1525,"London","Govia Thameslink Railway (Thameslink)",1,0,"Jubilee Line"
"3559","WHR","West Horndon",156994,66486,64230,287710,1043,0,"London Fenchurch Street",7466,"East of England","c2c",1,0,"London, Tilbury & Southend Railway"
"3560","WHS","Whyteleafe South",43772,44882,15186,103840,1614,0,"London Bridge",5439,"South East","Govia Thameslink Railway (Southern)",0,1,"East Grinstead Line"
"3561","WHS","Whyteleafe South",43772,44882,15186,103840,1614,0,"London Bridge",5439,"South East","Govia Thameslink Railway (Southern)",0,1,"Purley and Caterham Line"
"3562","WHT","Whitchurch (Cardiff)",14128,892,3168,18188,2230,0,"Cardiff Central",3896,"Wales","TfW Rail",0,1,"Coryton Line"
"3563","WHY","Whyteleafe",93436,113838,25786,233060,1162,0,"London Bridge",5396,"South East","Govia Thameslink Railway (Southern)",0,1,"East Grinstead Line"
"3564","WHY","Whyteleafe",93436,113838,25786,233060,1162,0,"London Bridge",5396,"South East","Govia Thameslink Railway (Southern)",0,1,"Purley and Caterham Line"
"3565","WIC","Wickford",610930,456884,436938,1504752,303,361285,"London Liverpool Street",6891,"East of England","Greater Anglia",0,1,"Shenfield to Southend Line"
"3566","WIC","Wickford",610930,456884,436938,1504752,303,361285,"London Liverpool Street",6891,"East of England","Greater Anglia",0,1,"Crouch Valley Line"
"3567","WID","Widnes",150018,210256,16594,376868,890,0,"Liverpool Lime Street",2391,"North West","Northern Trains",0,1,"Manchester and Allerton Junction Line"
"3568","WIH","Winchmore Hill",480534,565266,125040,1170840,381,0,"Finsbury Park",6024,"London","Govia Thameslink Railway (Great Northern)",1,0,"Hertford Loop Line"
"3569","WIJ","Willesden Junction",1975832,3379508,1012418,6367758,60,1972936,"Wembley Central",1457,"London","London Overground",1,0,"West London Line"
"3570","WIJ","Willesden Junction",1975832,3379508,1012418,6367758,60,1972936,"Wembley Central",1457,"London","London Overground",1,0,"Kensal Green City Lines"
"3571","WIJ","Willesden Junction",1975832,3379508,1012418,6367758,60,1972936,"Wembley Central",1457,"London","London Overground",1,0,"West Coast Main Line"
"3572","WIJ","Willesden Junction",1975832,3379508,1012418,6367758,60,1972936,"Wembley Central",1457,"London","London Overground",1,0,"Willesden Freightline"
"3573","WIJ","Willesden Junction",1975832,3379508,1012418,6367758,60,1972936,"Wembley Central",1457,"London","London Overground",1,0,"Low Level Goods"
"3574","WIJ","Willesden Junction",1975832,3379508,1012418,6367758,60,1972936,"Wembley Central",1457,"London","London Overground",1,0,"West London line"
"3575","WIJ","Willesden Junction",1975832,3379508,1012418,6367758,60,1972936,"Wembley Central",1457,"London","London Overground",1,0,"North London line"
"3576","WIJ","Willesden Junction",1975832,3379508,1012418,6367758,60,1972936,"Wembley Central",1457,"London","London Overground",1,0,"North London Line"
"3577","WIL","Willington",13802,13070,802,27674,2133,0,"Birmingham New Street",1905,"East Midlands","East Midlands Railway",0,1,"Crewe to Derby Line"
"3578","WIL","Willington",13802,13070,802,27674,2133,0,"Birmingham New Street",1905,"East Midlands","East Midlands Railway",0,1,"Derby to Birmingham (Proof House Junction) Line"
